Napló azon.	Időpont	Óra	Mérés	Szakasz	Mérés sorozat megnevezése	Szonda	Páratartalom [%]	Hőmérséklet [°C]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
95490	2018.09.05. 16:35:56	16	5	5/21	Diab.virg/4	V310	86	29,79	3	4	2329	6	6	6	3	4	2329	6	6	6	4	4	3	3	2361	2,8	0
95489	2018.09.05. 16:33:06	16	5	5/21	Diab.virg/4	V310	87	29,79	4	0	619	2	0	0	0	2	619	4	2	2	0	0	0	0	627	2,1	0
95488	2018.09.05. 16:30:59	16	5	5/21	Diab.virg/4	V310	87	29,45	11	1	2392	4	7	8	5	10	2392	11	10	8	7	5	4	1	2438	8,4	0
95566	2018.09.05. 16:24:34	16	4	4/26	Diab.virg/3	V330	57	27,66	0	1	4	5	1	82	1752	1	1752	82	5	4	1	1	1	0	1846	3,9	1
95487	2018.09.05. 16:22:36	16	5	5/21	Diab.virg/4	V310	86	29,13	15	0	1867	0	8	10	1	8	1867	15	10	8	8	1	0	0	1909	11,2	0
95445	2018.09.05. 16:21:48	16	6	6/20	Diab.virg/5	V344	70	25,48	5	3	1	0	0	2988	1268	0	2988	1268	5	3	1	0	0	0	4265	34,3	1
95565	2018.09.05. 16:20:39	16	4	4/26	Diab.virg/3	V330	57	27,78	4	6	7	1050	2336	6	4	4	2336	1050	7	6	6	4	4	4	3417	16,3	1
95486	2018.09.05. 16:11:27	16	5	5/21	Diab.virg/4	V310	89	27,93	5	6	1385	11	9	9	9	8	1385	11	9	9	9	8	6	5	1442	2	0
95485	2018.09.05. 16:09:25	16	5	5/21	Diab.virg/4	V310	88	27,93	2	2	629	7	11	0	0	4	629	11	7	4	2	2	0	0	655	1,1	0
95484	2018.09.05. 16:08:22	16	5	5/21	Diab.virg/4	V310	88	27,3	3	4	689	6	0	10	6	5	689	10	6	6	5	4	3	0	723	1	0
95483	2018.09.05. 16:07:22	16	5	5/21	Diab.virg/4	V310	88	27,3	4	3	3872	14	2	11	6	9	3872	14	11	9	6	4	3	2	3921	1	0
95482	2018.09.05. 16:06:23	16	5	5/21	Diab.virg/4	V310	87	27,3	5	2	1326	0	10	3	12	0	1326	12	10	5	3	2	0	0	1358	3,5	0
95564	2018.09.05. 16:04:22	16	4	4/26	Diab.virg/3	V330	57	26,96	2	226	1754	50	25	14	4	2	1754	226	50	25	14	4	2	2	2077	13,4	1
95481	2018.09.05. 16:02:53	16	5	5/21	Diab.virg/4	V310	85	26,96	5	2	1995	7	13	5	2	3	1995	13	7	5	5	3	2	2	2032	1	0
95480	2018.09.05. 16:01:53	16	5	5/21	Diab.virg/4	V310	85	26,96	4	5	1380	4	4	3	0	5	1380	5	5	4	4	4	3	0	1405	1	0
95479	2018.09.05. 16:00:54	16	5	5/21	Diab.virg/4	V310	85	26,98	1	5	2321	7	4	7	5	4	2321	7	7	5	5	4	4	1	2354	1	0
95478	2018.09.05. 15:59:53	15	5	5/21	Diab.virg/4	V310	85	26,98	0	0	682	3	6	0	3	0	682	6	3	3	0	0	0	0	694	1	0
95477	2018.09.05. 15:58:52	15	5	5/21	Diab.virg/4	V310	85	26,98	3	3	2698	0	4	3	3	2	2698	4	3	3	3	3	2	0	2716	16,2	0
95563	2018.09.05. 15:50:59	15	4	4/26	Diab.virg/3	V330	57	26,99	0	0	266	873	1447	1479	1029	15	1479	1447	1029	873	266	15	0	0	5109	1,5	0
95562	2018.09.05. 15:49:31	15	4	4/26	Diab.virg/3	V330	57	26,99	4	9	7	1	5	2211	1	0	2211	9	7	5	4	1	1	0	2238	24,9	1
95444	2018.09.05. 15:47:32	15	6	6/20	Diab.virg/5	V344	71	25,04	0	0	2512	3046	66	0	0	0	3046	2512	66	0	0	0	0	0	5624	8,8	1
95476	2018.09.05. 15:42:43	15	5	5/21	Diab.virg/4	V310	84	27,42	0	161	3416	43	0	0	0	0	3416	161	43	0	0	0	0	0	3620	120,4	0
95443	2018.09.05. 15:38:44	15	6	6/20	Diab.virg/5	V344	70	25,21	1	3	3	3	0	0	2180	225	2180	225	3	3	3	1	0	0	2415	5,2	1
95442	2018.09.05. 15:33:31	15	6	6/20	Diab.virg/5	V344	70	25,42	0	0	179	1542	2718	2070	159	0	2718	2070	1542	179	159	0	0	0	6668	11,4	0
95561	2018.09.05. 15:24:38	15	4	4/26	Diab.virg/3	V330	57	28,09	2	2	3	2	301	973	790	13	973	790	301	13	3	2	2	2	2086	32,4	0
95441	2018.09.05. 15:22:05	15	6	6/20	Diab.virg/5	V344	70	25,68	2	2	1	0	2701	277	0	0	2701	277	2	2	1	0	0	0	2983	54,3	1
95560	2018.09.05. 14:52:16	14	4	4/26	Diab.virg/3	V330	57	29,16	4	3	3	0	3336	1	3	2	3336	4	3	3	3	2	1	0	3352	32,9	1
95434	2018.09.05. 14:27:48	14	6	6/20	Diab.virg/5	V344	70	26,27	0	1	14	25	297	2731	2044	260	2731	2044	297	260	25	14	1	0	5372	24,1	1
95559	2018.09.05. 14:19:24	14	4	4/26	Diab.virg/3	V330	56	34,7	2	1	618	2156	353	3	7	7	2156	618	353	7	7	3	2	1	3147	118,1	1
95433	2018.09.05. 14:03:43	14	6	6/20	Diab.virg/5	V344	71	26,65	0	0	0	771	3215	647	0	0	3215	771	647	0	0	0	0	0	4633	18,7	1
95432	2018.09.05. 13:45:04	13	6	6/20	Diab.virg/5	V344	70	26,84	0	0	0	2584	2379	0	0	0	2584	2379	0	0	0	0	0	0	4963	20,5	1
95475	2018.09.05. 13:42:18	13	5	5/21	Diab.virg/4	V310	81	30,72	0	0	0	0	0	415	3170	0	3170	415	0	0	0	0	0	0	3585	17,9	1
95431	2018.09.05. 13:24:37	13	6	6/20	Diab.virg/5	V344	70	27,04	5	6	6	0	485	2664	1005	0	2664	1005	485	6	6	5	0	0	4171	2,5	1
95474	2018.09.05. 13:24:26	13	5	5/21	Diab.virg/4	V310	85	29,99	0	0	0	0	1874	0	0	0	1874	0	0	0	0	0	0	0	1874	1007,8	1
95430	2018.09.05. 13:22:09	13	6	6/20	Diab.virg/5	V344	70	27,04	0	0	0	86	2500	369	0	0	2500	369	86	0	0	0	0	0	2955	14,5	1
95429	2018.09.05. 13:07:40	13	6	6/20	Diab.virg/5	V344	68	27,38	3	1	1	159	2593	2	0	0	2593	159	3	2	1	1	0	0	2759	2,6	1
95428	2018.09.05. 13:05:03	13	6	6/20	Diab.virg/5	V344	69	27,06	0	0	0	1	53	1846	2983	0	2983	1846	53	1	0	0	0	0	4883	3,5	1
95427	2018.09.05. 13:01:31	13	6	6/20	Diab.virg/5	V344	69	26,72	0	0	48	2063	1309	0	0	0	2063	1309	48	0	0	0	0	0	3420	6,5	1
95411	2018.09.05. 12:55:04	12	6	6/20	Diab.virg/5	V344	69	26,79	0	0	112	3979	1477	0	0	0	3979	1477	112	0	0	0	0	0	5568	14	1
95410	2018.09.05. 12:41:04	12	6	6/20	Diab.virg/5	V344	70	25,88	0	0	3	0	0	6	2105	0	2105	6	3	0	0	0	0	0	2114	8,7	1
95409	2018.09.05. 12:32:20	12	6	6/20	Diab.virg/5	V344	70	25,38	0	0	2337	3250	1988	0	0	0	3250	2337	1988	0	0	0	0	0	7575	20,7	1
95558	2018.09.05. 12:21:16	12	4	4/26	Diab.virg/3	V330	58	34,36	246	648	1397	233	160	57	9	5	1397	648	246	233	160	57	9	5	2755	36,4	0
95408	2018.09.05. 12:11:38	12	6	6/20	Diab.virg/5	V344	70	24,69	968	2848	805	129	98	52	42	44	2848	968	805	129	98	52	44	42	4986	6,3	0
95407	2018.09.05. 12:05:21	12	6	6/20	Diab.virg/5	V344	70	24,51	1027	2904	672	116	84	51	41	43	2904	1027	672	116	84	51	43	41	4938	2,4	0
95406	2018.09.05. 12:02:57	12	6	6/20	Diab.virg/5	V344	70	24,51	813	2712	667	89	54	38	37	23	2712	813	667	89	54	38	37	23	4433	2	0
95405	2018.09.05. 12:00:56	12	6	6/20	Diab.virg/5	V344	70	24,42	776	2650	633	88	50	33	32	23	2650	776	633	88	50	33	32	23	4285	1,7	0
95404	2018.09.05. 11:59:16	11	6	6/20	Diab.virg/5	V344	70	24,42	715	2766	706	84	59	36	28	26	2766	715	706	84	59	36	28	26	4420	1,5	0
95387	2018.09.05. 11:57:48	11	6	6/20	Diab.virg/5	V344	70	24,42	878	2890	670	124	87	45	39	26	2890	878	670	124	87	45	39	26	4759	17,8	0
95557	2018.09.05. 11:44:55	11	4	4/26	Diab.virg/3	V330	59	32,7	0	0	0	55	2840	2435	232	65	2840	2435	232	65	55	0	0	0	5627	45,6	0
95386	2018.09.05. 11:39:59	11	6	6/20	Diab.virg/5	V344	70	23,93	778	2875	699	137	96	43	34	23	2875	778	699	137	96	43	34	23	4685	4,5	0
95385	2018.09.05. 11:35:27	11	6	6/20	Diab.virg/5	V344	70	23,82	36	3248	1990	37	7	9	13	15	3248	1990	37	36	15	13	9	7	5355	1,6	0
95384	2018.09.05. 11:33:53	11	6	6/20	Diab.virg/5	V344	70	23,82	851	2787	679	108	75	41	38	26	2787	851	679	108	75	41	38	26	4605	1,9	0
95383	2018.09.05. 11:31:59	11	6	6/20	Diab.virg/5	V344	70	23,71	906	2759	740	135	100	43	35	28	2759	906	740	135	100	43	35	28	4746	1,6	0
95382	2018.09.05. 11:30:26	11	6	6/20	Diab.virg/5	V344	70	23,71	904	2230	167	73	50	19	13	9	2230	904	167	73	50	19	13	9	3465	10,5	0
95381	2018.09.05. 11:19:58	11	6	6/20	Diab.virg/5	V344	70	23,25	1	0	2798	1756	0	0	0	0	2798	1756	1	0	0	0	0	0	4555	2,4	1
95380	2018.09.05. 11:17:34	11	6	6/20	Diab.virg/5	V344	70	23,16	2	2	0	0	0	1653	3217	0	3217	1653	2	2	0	0	0	0	4874	1,2	1
95363	2018.09.05. 11:16:22	11	6	6/20	Diab.virg/5	V344	70	23,16	464	2368	309	74	53	19	13	9	2368	464	309	74	53	19	13	9	3309	43,8	0
95556	2018.09.05. 10:59:17	10	4	4/26	Diab.virg/3	V330	60	29,82	25	116	366	508	663	1051	1369	529	1369	1051	663	529	508	366	116	25	4627	33,7	0
95362	2018.09.05. 10:32:33	10	6	6/20	Diab.virg/5	V344	70	21,84	2	2	0	0	1	1526	153	0	1526	153	2	2	1	0	0	0	1684	1,7	1
95361	2018.09.05. 10:30:53	10	6	6/20	Diab.virg/5	V344	70	21,84	2	2	1	0	681	1382	0	1	1382	681	2	2	1	1	0	0	2069	2,7	1
95360	2018.09.05. 10:28:14	10	6	6/20	Diab.virg/5	V344	70	21,84	3	5	9	8	922	2797	0	4	2797	922	9	8	5	4	3	0	3748	4,3	1
95555	2018.09.05. 10:25:38	10	4	4/26	Diab.virg/3	V330	60	28,21	204	1174	1387	1678	1095	604	120	26	1678	1387	1174	1095	604	204	120	26	6288	22,3	0
95359	2018.09.05. 10:23:54	10	6	6/20	Diab.virg/5	V344	70	21,88	0	0	0	2378	3097	10	0	0	3097	2378	10	0	0	0	0	0	5485	50,4	1
95554	2018.09.05. 10:03:22	10	4	4/26	Diab.virg/3	V330	60	26,88	3	0	2	0	0	650	875	0	875	650	3	2	0	0	0	0	1530	8,6	1
95553	2018.09.05. 09:54:44	9	4	4/26	Diab.virg/3	V330	60	26,76	1160	57	0	0	0	0	6	2	1160	57	6	2	0	0	0	0	1225	26	1
95358	2018.09.05. 09:33:31	9	6	6/20	Diab.virg/5	V344	70	20,17	771	2243	311	16	9	7	7	4	2243	771	311	16	9	7	7	4	3368	4,4	0
95357	2018.09.05. 09:29:05	9	6	6/20	Diab.virg/5	V344	70	20,16	875	1970	76	0	1	2	1	3	1970	875	76	3	2	1	1	0	2928	948,8	0
95552	2018.09.05. 09:28:45	9	4	4/26	Diab.virg/3	V330	60	26,06	0	0	0	0	1890	4741	533	14	4741	1890	533	14	0	0	0	0	7178	38	1
95551	2018.09.05. 08:50:45	8	4	4/26	Diab.virg/3	V330	61	21,82	0	0	0	1826	0	0	1	1	1826	1	1	0	0	0	0	0	1828	942	1
94475	2018.09.04. 20:36:40	20	5	5/21	Diab.virg/4	V310	89	16,55	4	4	3	6	227	1781	2688	1638	2688	1781	1638	227	6	4	4	3	6351	165,3	1
94474	2018.09.04. 17:51:25	17	5	5/21	Diab.virg/4	V310	87	24,62	0	4	15	461	1832	1085	0	0	1832	1085	461	15	4	0	0	0	3397	98,3	1
94766	2018.09.04. 17:40:15	17	6	6/20	Diab.virg/5	V344	69	19,99	600	2248	175	17	14	7	6	3	2248	600	175	17	14	7	6	3	3070	189,2	0
94994	2018.09.04. 17:08:45	17	4	4/26	Diab.virg/3	V330	59	22,49	4	2	3	3	319	1496	1	3	1496	319	4	3	3	3	2	1	1831	105,3	1
94473	2018.09.04. 16:13:07	16	5	5/21	Diab.virg/4	V310	85	20,38	0	0	607	87	0	0	0	0	607	87	0	0	0	0	0	0	694	1194,3	0
94993	2018.09.04. 15:23:30	15	4	4/26	Diab.virg/3	V330	59	20,37	11	802	2561	0	0	0	1	2	2561	802	11	2	1	0	0	0	3377	140,4	1
94765	2018.09.04. 14:31:02	14	6	6/20	Diab.virg/5	V344	68	17,96	325	2251	320	27	18	14	14	8	2251	325	320	27	18	14	14	8	2977	13,9	0
94764	2018.09.04. 14:17:11	14	6	6/20	Diab.virg/5	V344	68	17,81	216	2157	191	14	8	8	7	5	2157	216	191	14	8	8	7	5	2606	13	0
94747	2018.09.04. 14:04:10	14	6	6/20	Diab.virg/5	V344	68	17,69	432	2407	401	15	11	10	8	6	2407	432	401	15	11	10	8	6	3290	12,1	0
94746	2018.09.04. 13:52:05	13	6	6/20	Diab.virg/5	V344	68	17,57	466	2373	557	11	10	8	5	5	2373	557	466	11	10	8	5	5	3435	5,5	0
94745	2018.09.04. 13:46:33	13	6	6/20	Diab.virg/5	V344	68	17,56	566	2376	543	15	14	11	9	5	2376	566	543	15	14	11	9	5	3539	3	0
94744	2018.09.04. 13:43:32	13	6	6/20	Diab.virg/5	V344	68	17,56	419	2368	647	13	11	7	6	5	2368	647	419	13	11	7	6	5	3476	2,8	0
94743	2018.09.04. 13:40:42	13	6	6/20	Diab.virg/5	V344	68	17,57	478	2334	509	7	7	5	5	3	2334	509	478	7	7	5	5	3	3348	2,6	0
94742	2018.09.04. 13:38:08	13	6	6/20	Diab.virg/5	V344	68	17,57	413	2399	599	8	8	7	6	4	2399	599	413	8	8	7	6	4	3444	2,1	0
94741	2018.09.04. 13:36:01	13	6	6/20	Diab.virg/5	V344	68	17,59	332	2287	619	6	6	5	4	4	2287	619	332	6	6	5	4	4	3263	1,9	0
94740	2018.09.04. 13:34:05	13	6	6/20	Diab.virg/5	V344	68	17,59	431	2358	555	7	8	6	5	4	2358	555	431	8	7	6	5	4	3374	2,1	0
94723	2018.09.04. 13:32:00	13	6	6/20	Diab.virg/5	V344	68	17,64	493	2397	556	7	9	5	5	3	2397	556	493	9	7	5	5	3	3475	1,8	0
94722	2018.09.04. 13:30:14	13	6	6/20	Diab.virg/5	V344	68	17,64	426	2404	543	9	8	8	7	5	2404	543	426	9	8	8	7	5	3410	1,4	0
94721	2018.09.04. 13:28:48	13	6	6/20	Diab.virg/5	V344	68	17,71	367	2307	550	6	5	6	5	3	2307	550	367	6	6	5	5	3	3249	1,4	0
94720	2018.09.04. 13:27:27	13	6	6/20	Diab.virg/5	V344	68	17,71	450	2397	543	4	6	4	5	3	2397	543	450	6	5	4	4	3	3412	1,3	0
94719	2018.09.04. 13:26:07	13	6	6/20	Diab.virg/5	V344	68	17,71	420	2378	568	5	5	4	4	2	2378	568	420	5	5	4	4	2	3386	1,4	0
94718	2018.09.04. 13:24:45	13	6	6/20	Diab.virg/5	V344	68	17,81	422	2334	519	7	8	7	6	4	2334	519	422	8	7	7	6	4	3307	1,6	0
94717	2018.09.04. 13:23:09	13	6	6/20	Diab.virg/5	V344	68	17,81	378	2354	519	4	4	5	3	3	2354	519	378	5	4	4	3	3	3270	1,8	0
94716	2018.09.04. 13:21:19	13	6	6/20	Diab.virg/5	V344	68	17,9	314	2373	514	1	5	4	4	3	2373	514	314	5	4	4	3	1	3218	2,8	0
94699	2018.09.04. 13:18:31	13	6	6/20	Diab.virg/5	V344	68	17,9	281	2372	453	2	6	3	4	2	2372	453	281	6	4	3	2	2	3123	2,7	0
94698	2018.09.04. 13:15:48	13	6	6/20	Diab.virg/5	V344	68	18,01	197	2170	325	4	4	5	2	3	2170	325	197	5	4	4	3	2	2710	4,6	0
94697	2018.09.04. 13:11:11	13	6	6/20	Diab.virg/5	V344	68	18,14	151	2225	203	1	3	4	3	2	2225	203	151	4	3	3	2	1	2592	27,4	0
94992	2018.09.04. 13:03:06	13	4	4/26	Diab.virg/3	V330	59	18,91	1	2	2	2	4	628	2632	1158	2632	1158	628	4	2	2	2	1	4429	33	1
94696	2018.09.04. 12:43:45	12	6	6/20	Diab.virg/5	V344	68	18,59	2	0	31	4275	0	1	2	1	4275	31	2	2	1	1	0	0	4312	42,9	0
94991	2018.09.04. 12:30:07	12	4	4/26	Diab.virg/3	V330	59	19,75	4	4	0	0	61	3063	5	3	3063	61	5	4	4	3	0	0	3140	168	1
94695	2018.09.04. 12:00:53	12	6	6/20	Diab.virg/5	V344	68	18,53	117	2203	225	4	4	5	4	3	2203	225	117	5	4	4	4	3	2565	38,2	0
94694	2018.09.04. 11:22:42	11	6	6/20	Diab.virg/5	V344	68	18,2	136	2166	266	12	8	7	4	3	2166	266	136	12	8	7	4	3	2602	17,8	0
94693	2018.09.04. 11:04:53	11	6	6/20	Diab.virg/5	V344	68	17,81	169	2152	310	17	13	9	9	5	2152	310	169	17	13	9	9	5	2684	6,8	0
94692	2018.09.04. 10:58:06	10	6	6/20	Diab.virg/5	V344	68	17,74	221	2296	367	11	8	6	6	3	2296	367	221	11	8	6	6	3	2918	5,1	0
94669	2018.09.04. 10:53:01	10	6	6/20	Diab.virg/5	V344	68	17,67	219	2244	363	8	7	7	4	3	2244	363	219	8	7	7	4	3	2855	8,6	0
94668	2018.09.04. 10:44:27	10	6	6/20	Diab.virg/5	V344	68	17,67	334	2358	465	3	6	4	4	2	2358	465	334	6	4	4	3	2	3176	3,3	0
94667	2018.09.04. 10:41:12	10	6	6/20	Diab.virg/5	V344	68	17,7	332	2307	481	2	5	5	3	3	2307	481	332	5	5	3	3	2	3138	2,1	0
94666	2018.09.04. 10:39:07	10	6	6/20	Diab.virg/5	V344	68	17,7	336	2334	494	2	5	5	4	3	2334	494	336	5	5	4	3	2	3183	1,5	0
94665	2018.09.04. 10:37:39	10	6	6/20	Diab.virg/5	V344	68	17,7	341	2310	502	2	3	5	3	3	2310	502	341	5	3	3	3	2	3169	1,2	0
94664	2018.09.04. 10:36:27	10	6	6/20	Diab.virg/5	V344	68	17,73	334	2259	485	4	4	5	5	3	2259	485	334	5	5	4	4	3	3099	1,6	0
94663	2018.09.04. 10:34:49	10	6	6/20	Diab.virg/5	V344	68	17,73	291	2256	498	3	4	5	4	3	2256	498	291	5	4	4	3	3	3064	1,3	0
94662	2018.09.04. 10:33:32	10	6	6/20	Diab.virg/5	V344	68	17,73	335	2255	478	2	4	5	5	3	2255	478	335	5	5	4	3	2	3087	1,2	0
94643	2018.09.04. 10:32:20	10	6	6/20	Diab.virg/5	V344	68	17,77	296	2265	466	2	3	5	4	2	2265	466	296	5	4	3	2	2	3043	1,1	0
94642	2018.09.04. 10:31:15	10	6	6/20	Diab.virg/5	V344	68	17,77	299	2289	461	1	3	5	4	4	2289	461	299	5	4	4	3	1	3066	1	0
94641	2018.09.04. 10:30:15	10	6	6/20	Diab.virg/5	V344	68	17,77	282	2250	476	1	5	4	4	2	2250	476	282	5	4	4	2	1	3024	1,5	0
94640	2018.09.04. 10:28:48	10	6	6/20	Diab.virg/5	V344	68	17,81	272	2221	506	1	4	4	4	3	2221	506	272	4	4	4	3	1	3015	1,4	0
94639	2018.09.04. 10:27:25	10	6	6/20	Diab.virg/5	V344	68	17,81	280	2284	491	2	4	5	4	3	2284	491	280	5	4	4	3	2	3073	1,3	0
94638	2018.09.04. 10:26:07	10	6	6/20	Diab.virg/5	V344	68	17,81	247	2321	388	2	4	4	4	3	2321	388	247	4	4	4	3	2	2973	1,2	0
94637	2018.09.04. 10:24:53	10	6	6/20	Diab.virg/5	V344	68	17,84	269	2279	435	1	2	4	4	2	2279	435	269	4	4	2	2	1	2996	1,3	0
94636	2018.09.04. 10:23:38	10	6	6/20	Diab.virg/5	V344	68	17,84	278	2282	476	1	4	4	3	2	2282	476	278	4	4	3	2	1	3050	1,2	0
94619	2018.09.04. 10:22:24	10	6	6/20	Diab.virg/5	V344	68	17,84	245	2279	468	1	3	4	4	2	2279	468	245	4	4	3	2	1	3006	1,2	0
94618	2018.09.04. 10:21:10	10	6	6/20	Diab.virg/5	V344	68	17,87	229	2307	423	2	5	7	5	4	2307	423	229	7	5	5	4	2	2982	1,2	0
94617	2018.09.04. 10:19:58	10	6	6/20	Diab.virg/5	V344	68	17,87	265	2313	472	1	3	3	3	2	2313	472	265	3	3	3	2	1	3062	1,4	0
94616	2018.09.04. 10:18:37	10	6	6/20	Diab.virg/5	V344	68	17,87	229	2292	437	2	4	5	4	2	2292	437	229	5	4	4	2	2	2975	1,3	0
94615	2018.09.04. 10:17:19	10	6	6/20	Diab.virg/5	V344	68	17,87	207	2294	469	1	5	4	4	3	2294	469	207	5	4	4	3	1	2987	1,3	0
94614	2018.09.04. 10:16:04	10	6	6/20	Diab.virg/5	V344	68	17,87	204	2268	490	2	3	3	3	2	2268	490	204	3	3	3	2	2	2975	1,2	0
94613	2018.09.04. 10:14:55	10	6	6/20	Diab.virg/5	V344	68	17,87	192	2268	490	0	3	3	3	2	2268	490	192	3	3	3	2	0	2961	1,1	0
94612	2018.09.04. 10:13:47	10	6	6/20	Diab.virg/5	V344	68	17,87	62	2197	207	0	1	2	2	2	2197	207	62	2	2	2	1	0	2473	1	0
94603	2018.09.04. 10:12:47	10	6	6/20	Diab.virg/5	V344	68	17,88	64	3913	0	2	4	4	2	5	3913	64	5	4	4	2	2	0	3994	1,2	0
94602	2018.09.04. 10:11:34	10	6	6/20	Diab.virg/5	V344	68	17,88	72	4069	23	0	3	5	4	3	4069	72	23	5	4	3	3	0	4179	1,2	0
94593	2018.09.04. 10:10:25	10	6	6/20	Diab.virg/5	V344	68	17,88	23	2108	8	1	3	3	3	2	2108	23	8	3	3	3	2	1	2151	1,2	0
94592	2018.09.04. 10:09:12	10	6	6/20	Diab.virg/5	V344	68	17,9	1	3761	0	2	3	8	5	5	3761	8	5	5	3	2	1	0	3785	1	0
94591	2018.09.04. 10:08:10	10	6	6/20	Diab.virg/5	V344	68	17,9	0	3812	0	2	5	4	3	4	3812	5	4	4	3	2	0	0	3830	1,4	0
94590	2018.09.04. 10:06:47	10	6	6/20	Diab.virg/5	V344	68	17,9	17	4025	0	1	4	6	4	5	4025	17	6	5	4	4	1	0	4062	1	0
94589	2018.09.04. 10:05:46	10	6	6/20	Diab.virg/5	V344	68	17,9	0	2019	0	1	2	3	3	2	2019	3	3	2	2	1	0	0	2030	1,3	0
94588	2018.09.04. 10:04:31	10	6	6/20	Diab.virg/5	V344	68	17,91	0	3908	1	3	4	9	6	4	3908	9	6	4	4	3	1	0	3935	1	0
94579	2018.09.04. 10:03:30	10	6	6/20	Diab.virg/5	V344	68	17,91	0	3961	0	3	5	5	4	5	3961	5	5	5	4	3	0	0	3983	1,1	0
94578	2018.09.04. 10:02:25	10	6	6/20	Diab.virg/5	V344	68	17,91	0	2024	0	1	3	3	3	2	2024	3	3	3	2	1	0	0	2036	1,1	0
94577	2018.09.04. 10:01:18	10	6	6/20	Diab.virg/5	V344	68	17,92	0	2121	56	1	2	5	3	2	2121	56	5	3	2	2	1	0	2190	1,8	0
94576	2018.09.04. 09:59:29	9	6	6/20	Diab.virg/5	V344	68	17,92	0	2055	45	0	2	2	2	1	2055	45	2	2	2	1	0	0	2107	1,7	0
94575	2018.09.04. 09:57:49	9	6	6/20	Diab.virg/5	V344	68	17,92	6	2075	609	0	1	4	2	3	2075	609	6	4	3	2	1	0	2700	2,1	0
94574	2018.09.04. 09:55:46	9	6	6/20	Diab.virg/5	V344	68	17,92	0	2119	645	0	3	3	4	2	2119	645	4	3	3	2	0	0	2776	2,4	0
94573	2018.09.04. 09:53:21	9	6	6/20	Diab.virg/5	V344	68	17,92	14	2074	641	0	3	4	3	3	2074	641	14	4	3	3	3	0	2742	3,8	0
94572	2018.09.04. 09:49:32	9	6	6/20	Diab.virg/5	V344	68	17,92	16	2115	566	1	3	4	3	3	2115	566	16	4	3	3	3	1	2711	66,7	0
94990	2018.09.04. 09:42:07	9	4	4/26	Diab.virg/3	V330	58	18,07	1	1	2	256	2714	949	3	1	2714	949	256	3	2	1	1	1	3927	174,2	1
94539	2018.09.04. 08:42:49	8	6	6/20	Diab.virg/5	V344	68	17,99	13	2139	563	1	2	4	3	2	2139	563	13	4	3	2	2	1	2727	26,5	0
94538	2018.09.04. 08:16:18	8	6	6/20	Diab.virg/5	V344	68	17,87	11	2151	540	3	3	5	4	2	2151	540	11	5	4	3	3	2	2719	85	0
94537	2018.09.04. 06:51:19	6	6	6/20	Diab.virg/5	V344	67	17,42	13	2067	601	1	4	5	3	3	2067	601	13	5	4	3	3	1	2697	14,4	0
94989	2018.09.04. 06:47:56	6	4	4/26	Diab.virg/3	V330	58	17,31	3	1	4	3	4	3	24	1795	1795	24	4	4	3	3	3	1	1837	320,5	1
94536	2018.09.04. 06:36:58	6	6	6/20	Diab.virg/5	V344	67	17,37	4	2	3	3	639	2325	40	0	2325	639	40	4	3	3	2	0	3016	6,7	0
94535	2018.09.04. 06:30:16	6	6	6/20	Diab.virg/5	V344	67	17,35	13	2100	542	0	2	4	3	3	2100	542	13	4	3	3	2	0	2667	50,8	0
94534	2018.09.04. 05:39:27	5	6	6/20	Diab.virg/5	V344	67	17,3	19	2152	548	1	2	4	3	2	2152	548	19	4	3	2	2	1	2731	44,9	0
94533	2018.09.04. 04:54:32	4	6	6/20	Diab.virg/5	V344	67	17,36	17	2171	478	0	3	4	3	2	2171	478	17	4	3	3	2	0	2678	16,5	0
94532	2018.09.04. 04:38:03	4	6	6/20	Diab.virg/5	V344	67	17,38	8	2037	338	0	1	1	1	2	2037	338	8	2	1	1	1	0	2388	53,7	0
94515	2018.09.04. 03:44:18	3	6	6/20	Diab.virg/5	V344	67	17,43	13	2107	612	1	2	4	3	2	2107	612	13	4	3	2	2	1	2744	24,5	0
94514	2018.09.04. 03:19:49	3	6	6/20	Diab.virg/5	V344	67	17,48	9	1990	603	2	2	3	2	2	1990	603	9	3	2	2	2	2	2613	10,8	0
94513	2018.09.04. 03:09:02	3	6	6/20	Diab.virg/5	V344	67	17,48	6	1994	602	0	2	3	2	1	1994	602	6	3	2	2	1	0	2610	4,8	0
94512	2018.09.04. 03:04:12	3	6	6/20	Diab.virg/5	V344	67	17,47	4	1975	598	0	2	4	3	2	1975	598	4	4	3	2	2	0	2588	2,5	0
94511	2018.09.04. 03:01:40	3	6	6/20	Diab.virg/5	V344	67	17,47	15	2157	600	0	3	3	3	3	2157	600	15	3	3	3	3	0	2784	7,8	0
94510	2018.09.04. 02:53:51	2	6	6/20	Diab.virg/5	V344	67	17,47	2	1925	704	0	2	4	2	2	1925	704	4	2	2	2	2	0	2641	4,8	0
94509	2018.09.04. 02:49:03	2	6	6/20	Diab.virg/5	V344	67	17,47	4	1991	694	0	3	4	4	3	1991	694	4	4	4	3	3	0	2703	1,3	0
94508	2018.09.04. 02:47:47	2	6	6/20	Diab.virg/5	V344	67	17,47	3	1991	657	1	2	3	3	2	1991	657	3	3	3	2	2	1	2662	1,9	0
